state,loss_type,period,count
MN,BREAK-IN/BURGLARY,2010,11
MN,CUSTOMER THEFT (OR NON EMPLOYEE),2010,4
MN,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
MN,EMPLOYEE THEFT (OR SUSPECTED),2010,38
MN,LOSS IN TRANSIT,2010,7
MN,OTHER,2010,95
MN,PACKAGING DISCREPANCY,2010,0
MN,ROBBERY,2010,10
MO,BREAK-IN/BURGLARY,2010,21
MO,CUSTOMER THEFT (OR NON EMPLOYEE),2010,2
MO,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
MO,EMPLOYEE THEFT (OR SUSPECTED),2010,101
MO,HIJACKING OF TRANSPORT VEHICLE,2010,0
MO,LOSS IN TRANSIT,2010,196
MO,OTHER,2010,195
MO,PACKAGING DISCREPANCY,2010,0
MO,ROBBERY,2010,9
MP,EMPLOYEE THEFT (OR SUSPECTED),2010,0
MP,LOSS IN TRANSIT,2010,0
MS,BREAK-IN/BURGLARY,2010,17
MS,CUSTOMER THEFT (OR NON EMPLOYEE),2010,4
MS,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
MS,EMPLOYEE THEFT (OR SUSPECTED),2010,31
MS,LOSS IN TRANSIT,2010,42
MS,OTHER,2010,29
MS,PACKAGING DISCREPANCY,2010,0
MS,ROBBERY,2010,4
MT,BREAK-IN/BURGLARY,2010,2
MT,CUSTOMER THEFT (OR NON EMPLOYEE),2010,1
MT,EMPLOYEE THEFT (OR SUSPECTED),2010,12
MT,LOSS IN TRANSIT,2010,7
MT,OTHER,2010,24
MT,PACKAGING DISCREPANCY,2010,0
MT,ROBBERY,2010,2
NC,BREAK-IN/BURGLARY,2010,33
NC,CUSTOMER THEFT (OR NON EMPLOYEE),2010,8
NC,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
NC,EMPLOYEE THEFT (OR SUSPECTED),2010,96
NC,HIJACKING OF TRANSPORT VEHICLE,2010,0
NC,LOSS IN TRANSIT,2010,32
NC,OTHER,2010,135
NC,PACKAGING DISCREPANCY,2010,0
NC,ROBBERY,2010,12
ND,BREAK-IN/BURGLARY,2010,11
ND,CUSTOMER THEFT (OR NON EMPLOYEE),2010,0
ND,EMPLOYEE THEFT (OR SUSPECTED),2010,11
ND,LOSS IN TRANSIT,2010,0
ND,OTHER,2010,8
ND,PACKAGING DISCREPANCY,2010,0
ND,ROBBERY,2010,0
NE,BREAK-IN/BURGLARY,2010,5
NE,CUSTOMER THEFT (OR NON EMPLOYEE),2010,0
NE,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
NE,EMPLOYEE THEFT (OR SUSPECTED),2010,14
NE,HIJACKING OF TRANSPORT VEHICLE,2010,0
NE,LOSS IN TRANSIT,2010,4
NE,OTHER,2010,30
NE,PACKAGING DISCREPANCY,2010,0
NE,ROBBERY,2010,0
NH,BREAK-IN/BURGLARY,2010,4
NH,CUSTOMER THEFT (OR NON EMPLOYEE),2010,1
NH,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
NH,EMPLOYEE THEFT (OR SUSPECTED),2010,41
NH,LOSS IN TRANSIT,2010,4
NH,OTHER,2010,156
NH,PACKAGING DISCREPANCY,2010,0
NH,ROBBERY,2010,9
NJ,BREAK-IN/BURGLARY,2010,20
NJ,CUSTOMER THEFT (OR NON EMPLOYEE),2010,5
NJ,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
NJ,EMPLOYEE THEFT (OR SUSPECTED),2010,50
NJ,LOSS IN TRANSIT,2010,142
NJ,OTHER,2010,173
NJ,PACKAGING DISCREPANCY,2010,0
NJ,ROBBERY,2010,28
NM,BREAK-IN/BURGLARY,2010,12
NM,CUSTOMER THEFT (OR NON EMPLOYEE),2010,2
NM,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
NM,EMPLOYEE THEFT (OR SUSPECTED),2010,28
NM,LOSS IN TRANSIT,2010,14
NM,OTHER,2010,66
NM,PACKAGING DISCREPANCY,2010,0
NM,ROBBERY,2010,2
NV,BREAK-IN/BURGLARY,2010,5
NV,CUSTOMER THEFT (OR NON EMPLOYEE),2010,1
NV,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
NV,EMPLOYEE THEFT (OR SUSPECTED),2010,16
NV,LOSS IN TRANSIT,2010,26
NV,OTHER,2010,42
NV,PACKAGING DISCREPANCY,2010,0
NV,ROBBERY,2010,6
NY,BREAK-IN/BURGLARY,2010,45
NY,CUSTOMER THEFT (OR NON EMPLOYEE),2010,14
NY,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
NY,EMPLOYEE THEFT (OR SUSPECTED),2010,119
NY,HIJACKING OF TRANSPORT VEHICLE,2010,0
NY,LOSS IN TRANSIT,2010,56
NY,OTHER,2010,177
NY,PACKAGING DISCREPANCY,2010,0
NY,ROBBERY,2010,31
OH,BREAK-IN/BURGLARY,2010,44
OH,CUSTOMER THEFT (OR NON EMPLOYEE),2010,11
OH,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
OH,EMPLOYEE THEFT (OR SUSPECTED),2010,140
OH,HIJACKING OF TRANSPORT VEHICLE,2010,0
OH,LOSS IN TRANSIT,2010,482
OH,OTHER,2010,649
OH,PACKAGING DISCREPANCY,2010,0
OH,ROBBERY,2010,27
OK,BREAK-IN/BURGLARY,2010,35
OK,CUSTOMER THEFT (OR NON EMPLOYEE),2010,1
OK,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
OK,EMPLOYEE THEFT (OR SUSPECTED),2010,107
OK,HIJACKING OF TRANSPORT VEHICLE,2010,0
OK,LOSS IN TRANSIT,2010,28
OK,OTHER,2010,39
OK,PACKAGING DISCREPANCY,2010,0
OK,ROBBERY,2010,34
OR,BREAK-IN/BURGLARY,2010,5
OR,CUSTOMER THEFT (OR NON EMPLOYEE),2010,4
OR,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
OR,EMPLOYEE THEFT (OR SUSPECTED),2010,39
OR,LOSS IN TRANSIT,2010,6
OR,OTHER,2010,59
OR,PACKAGING DISCREPANCY,2010,0
OR,ROBBERY,2010,23
PA,BREAK-IN/BURGLARY,2010,54
PA,CUSTOMER THEFT (OR NON EMPLOYEE),2010,14
PA,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
PA,EMPLOYEE THEFT (OR SUSPECTED),2010,115
PA,HIJACKING OF TRANSPORT VEHICLE,2010,0
PA,LOSS IN TRANSIT,2010,236
PA,OTHER,2010,184
PA,PACKAGING DISCREPANCY,2010,0
PA,ROBBERY,2010,37
PR,BREAK-IN/BURGLARY,2010,1
PR,CUSTOMER THEFT (OR NON EMPLOYEE),2010,0
PR,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
PR,EMPLOYEE THEFT (OR SUSPECTED),2010,0
PR,HIJACKING OF TRANSPORT VEHICLE,2010,0
PR,LOSS IN TRANSIT,2010,4
PR,OTHER,2010,5
PR,PACKAGING DISCREPANCY,2010,0
PR,ROBBERY,2010,2
RI,BREAK-IN/BURGLARY,2010,2
RI,CUSTOMER THEFT (OR NON EMPLOYEE),2010,2
RI,EMPLOYEE THEFT (OR SUSPECTED),2010,21
RI,LOSS IN TRANSIT,2010,4
RI,OTHER,2010,21
RI,PACKAGING DISCREPANCY,2010,0
RI,ROBBERY,2010,4
SC,BREAK-IN/BURGLARY,2010,14
SC,CUSTOMER THEFT (OR NON EMPLOYEE),2010,1
SC,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
SC,EMPLOYEE THEFT (OR SUSPECTED),2010,40
SC,LOSS IN TRANSIT,2010,54
SC,OTHER,2010,48
SC,PACKAGING DISCREPANCY,2010,0
SC,ROBBERY,2010,12
SD,BREAK-IN/BURGLARY,2010,3
SD,CUSTOMER THEFT (OR NON EMPLOYEE),2010,1
SD,EMPLOYEE THEFT (OR SUSPECTED),2010,7
SD,LOSS IN TRANSIT,2010,2
SD,OTHER,2010,20
SD,PACKAGING DISCREPANCY,2010,0
SD,ROBBERY,2010,0
TN,BREAK-IN/BURGLARY,2010,39
TN,CUSTOMER THEFT (OR NON EMPLOYEE),2010,5
TN,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
TN,EMPLOYEE THEFT (OR SUSPECTED),2010,86
TN,HIJACKING OF TRANSPORT VEHICLE,2010,0
TN,LOSS IN TRANSIT,2010,106
TN,OTHER,2010,180
TN,PACKAGING DISCREPANCY,2010,0
TN,ROBBERY,2010,44
TX,BREAK-IN/BURGLARY,2010,106
TX,CUSTOMER THEFT (OR NON EMPLOYEE),2010,5
TX,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
TX,EMPLOYEE THEFT (OR SUSPECTED),2010,207
TX,HIJACKING OF TRANSPORT VEHICLE,2010,0
TX,LOSS IN TRANSIT,2010,88
TX,OTHER,2010,219
TX,PACKAGING DISCREPANCY,2010,0
TX,ROBBERY,2010,13
UT,BREAK-IN/BURGLARY,2010,5
UT,CUSTOMER THEFT (OR NON EMPLOYEE),2010,1
UT,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
UT,EMPLOYEE THEFT (OR SUSPECTED),2010,23
UT,LOSS IN TRANSIT,2010,31
UT,OTHER,2010,109
UT,PACKAGING DISCREPANCY,2010,0
UT,ROBBERY,2010,10
VA,BREAK-IN/BURGLARY,2010,29
VA,CUSTOMER THEFT (OR NON EMPLOYEE),2010,3
VA,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
VA,EMPLOYEE THEFT (OR SUSPECTED),2010,55
VA,HIJACKING OF TRANSPORT VEHICLE,2010,0
VA,LOSS IN TRANSIT,2010,14
VA,OTHER,2010,91
VA,PACKAGING DISCREPANCY,2010,0
VA,ROBBERY,2010,4
VI,BREAK-IN/BURGLARY,2010,0
VI,EMPLOYEE THEFT (OR SUSPECTED),2010,0
VI,OTHER,2010,0
VT,BREAK-IN/BURGLARY,2010,6
VT,CUSTOMER THEFT (OR NON EMPLOYEE),2010,0
VT,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
VT,EMPLOYEE THEFT (OR SUSPECTED),2010,10
VT,LOSS IN TRANSIT,2010,0
VT,OTHER,2010,20
VT,PACKAGING DISCREPANCY,2010,0
VT,ROBBERY,2010,5
WA,BREAK-IN/BURGLARY,2010,10
WA,CUSTOMER THEFT (OR NON EMPLOYEE),2010,6
WA,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
WA,EMPLOYEE THEFT (OR SUSPECTED),2010,62
WA,LOSS IN TRANSIT,2010,23
WA,OTHER,2010,106
WA,PACKAGING DISCREPANCY,2010,0
WA,ROBBERY,2010,62
WI,BREAK-IN/BURGLARY,2010,10
WI,CUSTOMER THEFT (OR NON EMPLOYEE),2010,4
WI,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
WI,EMPLOYEE THEFT (OR SUSPECTED),2010,28
WI,HIJACKING OF TRANSPORT VEHICLE,2010,0
WI,LOSS IN TRANSIT,2010,103
WI,OTHER,2010,47
WI,PACKAGING DISCREPANCY,2010,0
WI,ROBBERY,2010,8
WV,BREAK-IN/BURGLARY,2010,22
WV,CUSTOMER THEFT (OR NON EMPLOYEE),2010,3
WV,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
WV,EMPLOYEE THEFT (OR SUSPECTED),2010,25
WV,LOSS IN TRANSIT,2010,23
WV,OTHER,2010,27
WV,PACKAGING DISCREPANCY,2010,0
WV,ROBBERY,2010,5
WY,BREAK-IN/BURGLARY,2010,3
WY,CUSTOMER THEFT (OR NON EMPLOYEE),2010,0
WY,"DISASTER (FIRE, WEATHER, ETC.)",2010,0
WY,EMPLOYEE THEFT (OR SUSPECTED),2010,8
WY,LOSS IN TRANSIT,2010,2
WY,OTHER,2010,11
WY,PACKAGING DISCREPANCY,2010,0
WY,ROBBERY,2010,0
AK,BREAK-IN/BURGLARY,2011,8
AK,CUSTOMER THEFT (OR NON EMPLOYEE),2011,0
AK,EMPLOYEE THEFT (OR SUSPECTED),2011,10
AK,LOSS IN TRANSIT,2011,4
AK,OTHER,2011,12
AK,PACKAGING DISCREPANCY,2011,0
AK,ROBBERY,2011,0
AL,BREAK-IN/BURGLARY,2011,63
AL,CUSTOMER THEFT (OR NON EMPLOYEE),2011,3
AL,"DISASTER (FIRE, WEATHER, ETC.)",2011,0
AL,EMPLOYEE THEFT (OR SUSPECTED),2011,47
AL,HIJACKING OF TRANSPORT VEHICLE,2011,0
AL,LOSS IN TRANSIT,2011,68
AL,OTHER,2011,124
AL,PACKAGING DISCREPANCY,2011,0
AL,ROBBERY,2011,12
AP,EMPLOYEE THEFT (OR SUSPECTED),2011,0
AP,LOSS IN TRANSIT,2011,0
AR,BREAK-IN/BURGLARY,2011,30
AR,CUSTOMER THEFT (OR NON EMPLOYEE),2011,1
AR,"DISASTER (FIRE, WEATHER, ETC.)",2011,0
AR,EMPLOYEE THEFT (OR SUSPECTED),2011,71
AR,LOSS IN TRANSIT,2011,28
AR,OTHER,2011,63
AR,PACKAGING DISCREPANCY,2011,0
AR,ROBBERY,2011,5
AS,OTHER,2011,0
AZ,BREAK-IN/BURGLARY,2011,6
AZ,CUSTOMER THEFT (OR NON EMPLOYEE),2011,6
AZ,"DISASTER (FIRE, WEATHER, ETC.)",2011,0
AZ,EMPLOYEE THEFT (OR SUSPECTED),2011,33
AZ,HIJACKING OF TRANSPORT VEHICLE,2011,0
AZ,LOSS IN TRANSIT,2011,721
AZ,OTHER,2011,180
AZ,PACKAGING DISCREPANCY,2011,0
AZ,ROBBERY,2011,50
CA,BREAK-IN/BURGLARY,2011,138
CA,CUSTOMER THEFT (OR NON EMPLOYEE),2011,22
CA,"DISASTER (FIRE, WEATHER, ETC.)",2011,0
CA,EMPLOYEE THEFT (OR SUSPECTED),2011,168
CA,HIJACKING OF TRANSPORT VEHICLE,2011,0
CA,LOSS IN TRANSIT,2011,107
CA,OTHER,2011,348
CA,PACKAGING DISCREPANCY,2011,0
CA,ROBBERY,2011,43
CO,BREAK-IN/BURGLARY,2011,18
CO,CUSTOMER THEFT (OR NON EMPLOYEE),2011,3
CO,"DISASTER (FIRE, WEATHER, ETC.)",2011,0
CO,EMPLOYEE THEFT (OR SUSPECTED),2011,48
CO,HIJACKING OF TRANSPORT VEHICLE,2011,0
CO,LOSS IN TRANSIT,2011,20
CO,OTHER,2011,130
CO,PACKAGING DISCREPANCY,2011,0
CO,ROBBERY,2011,39
CT,BREAK-IN/BURGLARY,2011,5
CT,CUSTOMER THEFT (OR NON EMPLOYEE),2011,4
CT,"DISASTER (FIRE, WEATHER, ETC.)",2011,0
CT,EMPLOYEE THEFT (OR SUSPECTED),2011,20
CT,HIJACKING OF TRANSPORT VEHICLE,2011,0
CT,LOSS IN TRANSIT,2011,11
CT,OTHER,2011,159
CT,PACKAGING DISCREPANCY,2011,0
CT,ROBBERY,2011,2
DC,BREAK-IN/BURGLARY,2011,2
DC,CUSTOMER THEFT (OR NON EMPLOYEE),2011,1
DC,"DISASTER (FIRE, WEATHER, ETC.)",2011,0
DC,EMPLOYEE THEFT (OR SUSPECTED),2011,1
DC,LOSS IN TRANSIT,2011,8
DC,OTHER,2011,6
DC,PACKAGING DISCREPANCY,2011,0
DC,ROBBERY,2011,1
DE,BREAK-IN/BURGLARY,2011,2
DE,CUSTOMER THEFT (OR NON EMPLOYEE),2011,0
DE,EMPLOYEE THEFT (OR SUSPECTED),2011,9
DE,LOSS IN TRANSIT,2011,26
DE,OTHER,2011,12
DE,PACKAGING DISCREPANCY,2011,0
DE,ROBBERY,2011,3
FL,BREAK-IN/BURGLARY,2011,45
FL,CUSTOMER THEFT (OR NON EMPLOYEE),2011,21
FL,"DISASTER (FIRE, WEATHER, ETC.)",2011,0
FL,EMPLOYEE THEFT (OR SUSPECTED),2011,144
FL,HIJACKING OF TRANSPORT VEHICLE,2011,0
FL,LOSS IN TRANSIT,2011,215
FL,OTHER,2011,673
FL,PACKAGING DISCREPANCY,2011,0
FL,ROBBERY,2011,49
GA,BREAK-IN/BURGLARY,2011,31
GA,CUSTOMER THEFT (OR NON EMPLOYEE),2011,4
GA,"DISASTER (FIRE, WEATHER, ETC.)",2011,0
GA,EMPLOYEE THEFT (OR SUSPECTED),2011,98
GA,LOSS IN TRANSIT,2011,53
GA,OTHER,2011,149
GA,PACKAGING DISCREPANCY,2011,0
GA,ROBBERY,2011,5
GU,BREAK-IN/BURGLARY,2011,0
GU,EMPLOYEE THEFT (OR SUSPECTED),2011,0
GU,OTHER,2011,0
HI,BREAK-IN/BURGLARY,2011,0
HI,CUSTOMER THEFT (OR NON EMPLOYEE),2011,0
HI,"DISASTER (FIRE, WEATHER, ETC.)",2011,0
HI,EMPLOYEE THEFT (OR SUSPECTED),2011,2
HI,LOSS IN TRANSIT,2011,3
HI,OTHER,2011,29
HI,PACKAGING DISCREPANCY,2011,0
HI,ROBBERY,2011,0
IA,BREAK-IN/BURGLARY,2011,6
IA,CUSTOMER THEFT (OR NON EMPLOYEE),2011,4
IA,"DISASTER (FIRE, WEATHER, ETC.)",2011,0
IA,EMPLOYEE THEFT (OR SUSPECTED),2011,7
IA,HIJACKING OF TRANSPORT VEHICLE,2011,0
IA,LOSS IN TRANSIT,2011,4
IA,OTHER,2011,35
IA,PACKAGING DISCREPANCY,2011,0
IA,ROBBERY,2011,1
ID,BREAK-IN/BURGLARY,2011,4
ID,CUSTOMER THEFT (OR NON EMPLOYEE),2011,1
ID,"DISASTER (FIRE, WEATHER, ETC.)",2011,0
ID,EMPLOYEE THEFT (OR SUSPECTED),2011,8
ID,LOSS IN TRANSIT,2011,42
ID,OTHER,2011,39
ID,PACKAGING DISCREPANCY,2011,0
ID,ROBBERY,2011,1
IL,BREAK-IN/BURGLARY,2011,16
IL,CUSTOMER THEFT (OR NON EMPLOYEE),2011,4
IL,"DISASTER (FIRE, WEATHER, ETC.)",2011,0
IL,EMPLOYEE THEFT (OR SUSPECTED),2011,75
IL,LOSS IN TRANSIT,2011,55
IL,OTHER,2011,139
IL,PACKAGING DISCREPANCY,2011,0
IL,ROBBERY,2011,8
IN,BREAK-IN/BURGLARY,2011,14
